Name,StartTime,EndTime,Duration(s),Id,ParentId,RootId,fileName,project,qualifiedNameOfFile,userOpName,length,cache,cpuDelta(s),realDelta(s),gc0,gc1,gc2,outputDllFile
Write Metadata User Strings,03-55-19.2739,03-55-19.2739,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-8db883cd68856983-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Write Blob Stream,03-55-19.2739,03-55-19.2739,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-8a280b4e1ead88f5-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Fixup Metadata,03-55-19.2739,03-55-19.2741,000.0002,00-c1d658f809edb0fbab7ead2e959e9d21-dbf374b84fd3df16-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Generated IL and metadata,03-55-19.2741,03-55-19.2758,000.0017,00-c1d658f809edb0fbab7ead2e959e9d21-54f392d3fbd15b07-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Layout image,03-55-19.2758,03-55-19.2766,000.0007,00-c1d658f809edb0fbab7ead2e959e9d21-8291989efea18ba5-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Writing Image,03-55-19.2766,03-55-19.2775,000.0010,00-c1d658f809edb0fbab7ead2e959e9d21-43d5cc380653757a-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Signing Image,03-55-19.2775,03-55-19.2775,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-00681eb341d3d30e-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Write Started,03-55-19.2778,03-55-19.2781,000.0002,00-c1d658f809edb0fbab7ead2e959e9d21-de032e7951ed0708-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Module Generation Preparation,03-55-19.2781,03-55-19.2781,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-fcbc1ecc89a61171-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Module Generation Pass 1,03-55-19.2781,03-55-19.2783,000.0002,00-c1d658f809edb0fbab7ead2e959e9d21-e2348a8d78bf920a-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Module Generation Pass 2,03-55-19.2783,03-55-19.2863,000.0080,00-c1d658f809edb0fbab7ead2e959e9d21-02d7e0a84b265687-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Module Generation Pass 3,03-55-19.2863,03-55-19.2864,000.0001,00-c1d658f809edb0fbab7ead2e959e9d21-a4080c5f59adeab2-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Module Generation Pass 4,03-55-19.2864,03-55-19.2866,000.0002,00-c1d658f809edb0fbab7ead2e959e9d21-08e792d2083d3f96-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Finalize Module Generation Results,03-55-19.2866,03-55-19.2867,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-dec85076747bcbcd-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Generated Tables and Code,03-55-19.2867,03-55-19.2867,000.0001,00-c1d658f809edb0fbab7ead2e959e9d21-d02df79ec649a9a7-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Layout Header of Tables,03-55-19.2867,03-55-19.2868,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-3b923c58522b4a1e-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Build String/Blob Address Tables,03-55-19.2868,03-55-19.2869,000.0002,00-c1d658f809edb0fbab7ead2e959e9d21-d1f72203ed445708-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Sort Tables,03-55-19.2869,03-55-19.2869,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-529f33ac8d162a0a-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Write Header of tablebuf,03-55-19.2869,03-55-19.2870,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-751dfb61ed5bce1d-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Write Tables to tablebuf,03-55-19.2870,03-55-19.2870,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-b6ea6dc4b9cf8d09-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Layout Metadata,03-55-19.2870,03-55-19.2870,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-72909c05cc5a050d-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Write Metadata Header,03-55-19.2870,03-55-19.2870,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-a70351e82f4de044-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Write Metadata Tables,03-55-19.2870,03-55-19.2870,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-349e4762acb4a82d-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Write Metadata Strings,03-55-19.2870,03-55-19.2871,000.0001,00-c1d658f809edb0fbab7ead2e959e9d21-0a6bb6a24b3df998-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Write Metadata User Strings,03-55-19.2871,03-55-19.2871,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-11ca43ccd9d5bbd8-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Write Blob Stream,03-55-19.2871,03-55-19.2871,000.0001,00-c1d658f809edb0fbab7ead2e959e9d21-41cb29f8195cc0c5-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Fixup Metadata,03-55-19.2871,03-55-19.2872,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-ee24ad87873ad500-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Generated IL and metadata,03-55-19.2872,03-55-19.3020,000.0148,00-c1d658f809edb0fbab7ead2e959e9d21-daf7018765bf3e6f-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
PDB: Defined 5 documents,03-55-19.3020,03-55-19.3023,000.0003,00-c1d658f809edb0fbab7ead2e959e9d21-dc812630a90d1f3a-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
PDB: Sorted 53 methods,03-55-19.3023,03-55-19.3147,000.0124,00-c1d658f809edb0fbab7ead2e959e9d21-68d7b1c633e1e4cf-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
PDB: Created,03-55-19.3148,03-55-19.3151,000.0003,00-c1d658f809edb0fbab7ead2e959e9d21-5fdab69b3408dd2b-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Layout image,03-55-19.3151,03-55-19.3155,000.0004,00-c1d658f809edb0fbab7ead2e959e9d21-074cee67c2540513-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Writing Image,03-55-19.3155,03-55-19.3169,000.0014,00-c1d658f809edb0fbab7ead2e959e9d21-dd09dd809aa9224b-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Finalize PDB,03-55-19.3169,03-55-19.3169,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-84bba9d1b36311d3-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Signing Image,03-55-19.3169,03-55-19.3170,000.0001,00-c1d658f809edb0fbab7ead2e959e9d21-f676b529f60beae3-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Generate PDB Info,03-55-19.3170,03-55-19.3170,000.0000,00-c1d658f809edb0fbab7ead2e959e9d21-5b30a4a3f9f795ec-00,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
Write .NET Binary,03-55-19.2547,03-55-19.3170,000.0623,00-c1d658f809edb0fbab7ead2e959e9d21-de46866022e1bf71-00,00-c1d658f809edb0fbab7ead2e959e9d21-33530ae48fb5783d-00,c1d658f809edb0fbab7ead2e959e9d21,,,,,,,,,,,,,
FSC compilation,03-55-16.6634,03-55-19.3183,002.6549,00-c1d658f809edb0fbab7ead2e959e9d21-33530ae48fb5783d-00,,c1d658f809edb0fbab7ead2e959e9d21,,obj\Debug\bomLite.dll,,,,,,,,,,,
Import mscorlib+FSharp.Core,03-56-53.0773,03-56-53.3651,000.2878,00-3afbd8b7b5d76ce67b823927e573ab8e-46560979ed595268-00,00-3afbd8b7b5d76ce67b823927e573ab8e-32f5506c410134d0-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
ParseAndCheckFile.parseFile,03-56-53.3802,03-56-53.4177,000.0375,00-3afbd8b7b5d76ce67b823927e573ab8e-412e15ff5a8c981a-00,00-3afbd8b7b5d76ce67b823927e573ab8e-05cd3881593f2cda-00,3afbd8b7b5d76ce67b823927e573ab8e,C:\Users\wille\source\repos\bomLite\types.fs,,,,,,,,,,,,Parse
ParseAndCheckFile.parseFile,03-56-53.3802,03-56-53.4199,000.0396,00-3afbd8b7b5d76ce67b823927e573ab8e-f89ece5e27bc3d32-00,00-3afbd8b7b5d76ce67b823927e573ab8e-05cd3881593f2cda-00,3afbd8b7b5d76ce67b823927e573ab8e,"C:\Users\wille\source\repos\bomLite\obj\Debug\.NETCoreApp,Version=v7.0.AssemblyAttributes.fs",,,,,,,,,,,,Parse
ParseAndCheckFile.parseFile,03-56-53.3802,03-56-53.4212,000.0410,00-3afbd8b7b5d76ce67b823927e573ab8e-9c3592b44d0b9a07-00,00-3afbd8b7b5d76ce67b823927e573ab8e-05cd3881593f2cda-00,3afbd8b7b5d76ce67b823927e573ab8e,C:\Users\wille\source\repos\bomLite\obj\Debug\bomLite.AssemblyInfo.fs,,,,,,,,,,,,Parse
ParseAndCheckFile.parseFile,03-56-53.3802,03-56-53.4229,000.0427,00-3afbd8b7b5d76ce67b823927e573ab8e-17870dde42536dd0-00,00-3afbd8b7b5d76ce67b823927e573ab8e-05cd3881593f2cda-00,3afbd8b7b5d76ce67b823927e573ab8e,C:\Users\wille\source\repos\bomLite\connection.fs,,,,,,,,,,,,Parse
ParseAndCheckFile.parseFile,03-56-53.3802,03-56-53.4269,000.0466,00-3afbd8b7b5d76ce67b823927e573ab8e-c599a2e9db62c9f3-00,00-3afbd8b7b5d76ce67b823927e573ab8e-05cd3881593f2cda-00,3afbd8b7b5d76ce67b823927e573ab8e,C:\Users\wille\source\repos\bomLite\Program.fs,,,,,,,,,,,,Parse
Parse inputs,03-56-53.3681,03-56-53.4286,000.0605,00-3afbd8b7b5d76ce67b823927e573ab8e-05cd3881593f2cda-00,00-3afbd8b7b5d76ce67b823927e573ab8e-32f5506c410134d0-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Import non-system references,03-56-53.4286,03-56-53.8394,000.4108,00-3afbd8b7b5d76ce67b823927e573ab8e-980465ffc1b097d6-00,00-3afbd8b7b5d76ce67b823927e573ab8e-32f5506c410134d0-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
CheckDeclarations.CheckOneImplFile,03-56-53.8678,03-56-54.0055,000.1377,00-3afbd8b7b5d76ce67b823927e573ab8e-4800907b35fdfcb0-00,00-3afbd8b7b5d76ce67b823927e573ab8e-60cb2acd488f581e-00,3afbd8b7b5d76ce67b823927e573ab8e,"C:\Users\wille\source\repos\bomLite\obj\Debug\.NETCoreApp,Version=v7.0.AssemblyAttributes.fs",,".NETCoreApp,Version=v7.0.AssemblyAttributes",,,,,,,,,,
ParseAndCheckInputs.CheckOneInput,03-56-53.8661,03-56-54.0057,000.1396,00-3afbd8b7b5d76ce67b823927e573ab8e-60cb2acd488f581e-00,00-3afbd8b7b5d76ce67b823927e573ab8e-fd7b6e6583de3353-00,3afbd8b7b5d76ce67b823927e573ab8e,"C:\Users\wille\source\repos\bomLite\obj\Debug\.NETCoreApp,Version=v7.0.AssemblyAttributes.fs",,,,,,,,,,,,
CheckDeclarations.CheckOneImplFile,03-56-54.0059,03-56-54.0496,000.0437,00-3afbd8b7b5d76ce67b823927e573ab8e-6d0eb14baa461069-00,00-3afbd8b7b5d76ce67b823927e573ab8e-7fc0fd09d4847fb8-00,3afbd8b7b5d76ce67b823927e573ab8e,C:\Users\wille\source\repos\bomLite\obj\Debug\bomLite.AssemblyInfo.fs,,bomLite.AssemblyInfo,,,,,,,,,,
ParseAndCheckInputs.CheckOneInput,03-56-54.0058,03-56-54.0498,000.0440,00-3afbd8b7b5d76ce67b823927e573ab8e-7fc0fd09d4847fb8-00,00-3afbd8b7b5d76ce67b823927e573ab8e-fd7b6e6583de3353-00,3afbd8b7b5d76ce67b823927e573ab8e,C:\Users\wille\source\repos\bomLite\obj\Debug\bomLite.AssemblyInfo.fs,,,,,,,,,,,,
CheckDeclarations.CheckOneImplFile,03-56-54.0498,03-56-54.1042,000.0544,00-3afbd8b7b5d76ce67b823927e573ab8e-fee238fc9b2642d2-00,00-3afbd8b7b5d76ce67b823927e573ab8e-57c0c3ead14f7d07-00,3afbd8b7b5d76ce67b823927e573ab8e,C:\Users\wille\source\repos\bomLite\types.fs,,Types,,,,,,,,,,
ParseAndCheckInputs.CheckOneInput,03-56-54.0498,03-56-54.1043,000.0545,00-3afbd8b7b5d76ce67b823927e573ab8e-57c0c3ead14f7d07-00,00-3afbd8b7b5d76ce67b823927e573ab8e-fd7b6e6583de3353-00,3afbd8b7b5d76ce67b823927e573ab8e,C:\Users\wille\source\repos\bomLite\types.fs,,,,,,,,,,,,
CheckDeclarations.CheckOneImplFile,03-56-54.1043,03-56-55.2120,001.1076,00-3afbd8b7b5d76ce67b823927e573ab8e-e9aeda7669304aea-00,00-3afbd8b7b5d76ce67b823927e573ab8e-b8ad1e77d0327255-00,3afbd8b7b5d76ce67b823927e573ab8e,C:\Users\wille\source\repos\bomLite\connection.fs,,Connection,,,,,,,,,,
ParseAndCheckInputs.CheckOneInput,03-56-54.1043,03-56-55.2122,001.1079,00-3afbd8b7b5d76ce67b823927e573ab8e-b8ad1e77d0327255-00,00-3afbd8b7b5d76ce67b823927e573ab8e-fd7b6e6583de3353-00,3afbd8b7b5d76ce67b823927e573ab8e,C:\Users\wille\source\repos\bomLite\connection.fs,,,,,,,,,,,,
CheckDeclarations.CheckOneImplFile,03-56-55.2123,03-56-55.3599,000.1477,00-3afbd8b7b5d76ce67b823927e573ab8e-b09ca873f7f6b68b-00,00-3afbd8b7b5d76ce67b823927e573ab8e-7768521d50111e76-00,3afbd8b7b5d76ce67b823927e573ab8e,C:\Users\wille\source\repos\bomLite\Program.fs,,Program,,,,,,,,,,
ParseAndCheckInputs.CheckOneInput,03-56-55.2122,03-56-55.3601,000.1478,00-3afbd8b7b5d76ce67b823927e573ab8e-7768521d50111e76-00,00-3afbd8b7b5d76ce67b823927e573ab8e-fd7b6e6583de3353-00,3afbd8b7b5d76ce67b823927e573ab8e,C:\Users\wille\source\repos\bomLite\Program.fs,,,,,,,,,,,,
Typecheck,03-56-53.8394,03-56-55.3608,001.5214,00-3afbd8b7b5d76ce67b823927e573ab8e-fd7b6e6583de3353-00,00-3afbd8b7b5d76ce67b823927e573ab8e-32f5506c410134d0-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Typechecked,03-56-55.3608,03-56-55.3611,000.0003,00-3afbd8b7b5d76ce67b823927e573ab8e-6fa04f07be0db8a1-00,00-3afbd8b7b5d76ce67b823927e573ab8e-32f5506c410134d0-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Write Interface File,03-56-55.3611,03-56-55.3611,000.0000,00-3afbd8b7b5d76ce67b823927e573ab8e-50835cc3dad9db92-00,00-3afbd8b7b5d76ce67b823927e573ab8e-32f5506c410134d0-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Write XML doc signatures,03-56-55.3611,03-56-55.3611,000.0000,00-3afbd8b7b5d76ce67b823927e573ab8e-125c68075988390c-00,00-3afbd8b7b5d76ce67b823927e573ab8e-32f5506c410134d0-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Write XML docs,03-56-55.3611,03-56-55.3612,000.0001,00-3afbd8b7b5d76ce67b823927e573ab8e-53478d19d3011317-00,00-3afbd8b7b5d76ce67b823927e573ab8e-32f5506c410134d0-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Encode Interface Data,03-56-55.3612,03-56-55.4233,000.0621,00-3afbd8b7b5d76ce67b823927e573ab8e-6bdbe503ed1a4db8-00,00-3afbd8b7b5d76ce67b823927e573ab8e-32f5506c410134d0-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Optimizations,03-56-55.4234,03-56-55.4638,000.0404,00-3afbd8b7b5d76ce67b823927e573ab8e-d8ddff4d085b02ca-00,00-3afbd8b7b5d76ce67b823927e573ab8e-32f5506c410134d0-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Ending Optimizations,03-56-55.4638,03-56-55.4638,000.0000,00-3afbd8b7b5d76ce67b823927e573ab8e-e17512536dd48857-00,00-3afbd8b7b5d76ce67b823927e573ab8e-32f5506c410134d0-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Encoding OptData,03-56-55.4638,03-56-55.4662,000.0023,00-3afbd8b7b5d76ce67b823927e573ab8e-6fc89e808595f31f-00,00-3afbd8b7b5d76ce67b823927e573ab8e-32f5506c410134d0-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
TAST -> IL,03-56-55.4662,03-56-55.6114,000.1452,00-3afbd8b7b5d76ce67b823927e573ab8e-887b1db55b317061-00,00-3afbd8b7b5d76ce67b823927e573ab8e-32f5506c410134d0-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Write Started,03-56-55.6128,03-56-55.6170,000.0042,00-3afbd8b7b5d76ce67b823927e573ab8e-09586a352ce9cfcd-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Module Generation Preparation,03-56-55.6171,03-56-55.6171,000.0001,00-3afbd8b7b5d76ce67b823927e573ab8e-0db8f891dea1e190-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Module Generation Pass 1,03-56-55.6171,03-56-55.6201,000.0029,00-3afbd8b7b5d76ce67b823927e573ab8e-bc55854808ffe051-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Module Generation Pass 2,03-56-55.6201,03-56-55.6252,000.0051,00-3afbd8b7b5d76ce67b823927e573ab8e-6516406b332c0294-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Module Generation Pass 3,03-56-55.6252,03-56-55.6262,000.0010,00-3afbd8b7b5d76ce67b823927e573ab8e-2c69063c8ed73b30-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Module Generation Pass 4,03-56-55.6262,03-56-55.6269,000.0007,00-3afbd8b7b5d76ce67b823927e573ab8e-c571f4806b27b129-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Finalize Module Generation Results,03-56-55.6269,03-56-55.6271,000.0002,00-3afbd8b7b5d76ce67b823927e573ab8e-935004ac4c8b9bb8-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Generated Tables and Code,03-56-55.6271,03-56-55.6282,000.0011,00-3afbd8b7b5d76ce67b823927e573ab8e-1f6269dbf0c5670e-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Layout Header of Tables,03-56-55.6282,03-56-55.6282,000.0000,00-3afbd8b7b5d76ce67b823927e573ab8e-b4900055791501b9-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Build String/Blob Address Tables,03-56-55.6282,03-56-55.6287,000.0005,00-3afbd8b7b5d76ce67b823927e573ab8e-4a4442e4515eb7d4-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Sort Tables,03-56-55.6287,03-56-55.6287,000.0000,00-3afbd8b7b5d76ce67b823927e573ab8e-b28f983dde45afef-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Write Header of tablebuf,03-56-55.6287,03-56-55.6289,000.0002,00-3afbd8b7b5d76ce67b823927e573ab8e-a724a950971395e1-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Write Tables to tablebuf,03-56-55.6289,03-56-55.6289,000.0000,00-3afbd8b7b5d76ce67b823927e573ab8e-143ac25cc66ca66f-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Layout Metadata,03-56-55.6289,03-56-55.6289,000.0000,00-3afbd8b7b5d76ce67b823927e573ab8e-cf55c9ba41729742-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Write Metadata Header,03-56-55.6289,03-56-55.6289,000.0000,00-3afbd8b7b5d76ce67b823927e573ab8e-d210b23bfb11e127-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Write Metadata Tables,03-56-55.6289,03-56-55.6289,000.0000,00-3afbd8b7b5d76ce67b823927e573ab8e-7b70d19fa8aeab16-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Write Metadata Strings,03-56-55.6289,03-56-55.6289,000.0000,00-3afbd8b7b5d76ce67b823927e573ab8e-993b857afd5ee6b7-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Write Metadata User Strings,03-56-55.6289,03-56-55.6289,000.0000,00-3afbd8b7b5d76ce67b823927e573ab8e-138be4fac198f6db-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Write Blob Stream,03-56-55.6289,03-56-55.6290,000.0000,00-3afbd8b7b5d76ce67b823927e573ab8e-fa73adfd8c3ad3b2-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Fixup Metadata,03-56-55.6290,03-56-55.6291,000.0002,00-3afbd8b7b5d76ce67b823927e573ab8e-41151e3c3dbfe265-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Generated IL and metadata,03-56-55.6291,03-56-55.6309,000.0018,00-3afbd8b7b5d76ce67b823927e573ab8e-a81a4057ca28e6a4-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Layout image,03-56-55.6309,03-56-55.6317,000.0007,00-3afbd8b7b5d76ce67b823927e573ab8e-ab734378631045e5-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Writing Image,03-56-55.6317,03-56-55.6326,000.0010,00-3afbd8b7b5d76ce67b823927e573ab8e-20515c6704b5eba3-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
Signing Image,03-56-55.6327,03-56-55.6327,000.0000,00-3afbd8b7b5d76ce67b823927e573ab8e-43d4b2eaf1456ff6-00,00-3afbd8b7b5d76ce67b823927e573ab8e-4e4701462b15e653-00,3afbd8b7b5d76ce67b823927e573ab8e,,,,,,,,,,,,,
